"Subtype","Provider","Name","Town","Clients","Grades published","Wellbeing support","Care and support","Setting","Staffing","Leadership","Last_inspection_Date","Registered","Complaints upheld since 22/23","Enforcements since 22/23"
"Other than Care at home","Voluntary or Not for Profit","Aberlour Options - Borders Outreach","Galashiels","Adults","09/12/2020",5,5,NA,4,4,"11/03/2020","2018_5",0,0
"Care at Home","Private","CERA - Perth & Kinross & Fife","Perth","Adults","10/12/2019",4,4,NA,4,4,"14/11/2019","2018_2",0,0
"Care at Home","Private","Cera Care - Dumfries and Galloway","Newton Stewart","Adults","14/03/2024",5,5,NA,4,4,"20/02/2024","2018_2",0,0
"Care at Home","Private","Avenue Care Services - Edinburgh","Edinburgh","Adults","22/03/2023",4,4,NA,4,4,"27/01/2023","2018_7",0,0
"Care at Home","Private","Highland Home Carers Ltd - Ross-shire","Invergordon","Adults","09/10/2023",4,4,NA,4,4,"19/09/2023","2018_4",0,0
"Care at Home","Private","Housing Support service","Inverness","Adults","22/02/2024",5,5,NA,5,4,"09/02/2024","2018_4",0,0
"Care at Home","Private","Avenue Care Services - Perth/Dundee","Auchterarder","Adults","14/01/2020",4,4,NA,4,4,"11/12/2019","2018_8",1,0
"Care at Home","Voluntary or Not for Profit","Fun First Children and Young People's Service - Dumfries and Galloway","Dumfries","Adults","01/07/2020",4,4,NA,4,4,"11/03/2020","2018_10",0,0
"Care at Home","Private","Integrity Social Care Solutions Housing Support with Care at Home","Dunfermline","Adults","13/11/2023",3,3,NA,4,3,"01/11/2023","2018_6",0,0
"Care at Home","Voluntary or Not for Profit","Penumbra - Lanarkshire Supported Living Service - Care at Home","Glasgow","Adults","04/02/2020",5,5,NA,5,4,"22/04/2024","2018_4",0,0
"Care at Home","Voluntary or Not for Profit","Moray Supported Living","Elgin","Adults","29/06/2022",4,4,NA,4,4,"21/06/2022","2018_6",0,0
"Care at Home","Private","Quality Care (SC) Ltd - Care at Home","Edinburgh","Adults","09/10/2023",4,4,NA,4,4,"22/09/2023","2018_4",1,0
"Care at Home","Private","DDL Care Services Ltd","Peebles","Adults","30/05/2023",5,5,NA,5,5,"11/05/2023","2018_5",0,0
"Care at Home","Private","D.I.A.L. Network","Ayr","Adults","13/04/2023",5,4,NA,4,4,"01/02/2023","2018_7",0,0
"Care at Home","Private","Homecare Scotland Care Services Ltd","Aberdeen","Adults","02/11/2023",5,5,NA,4,5,"15/09/2023","2018_7",0,0
"Care at Home","Voluntary or Not for Profit","Tiphereth Supported Living","Edinburgh","Adults","10/03/2020",5,5,NA,4,4,"17/02/2020","2018_9",0,0
"Care at Home","Voluntary or Not for Profit","FunFirst Children and Young People's Service-East Renfrewshire and South Lanarkshire","Cambuslang","Adults","08/01/2024",4,4,NA,4,4,"14/11/2023","2018_6",0,0
"Care at Home","Private","Rainbow Services Central","Falkirk","Adults","09/10/2023",5,4,NA,4,5,"05/10/2023","2018_7",0,0
"Care at Home","Private","Nightingale Home Care","Brechin","Adults","20/06/2023",5,5,NA,4,5,"01/06/2023","2019_2",0,0
"Care at Home","Local Authority","Supported Living and Outreach","Lerwick","Adults","20/01/2023",4,5,NA,5,4,"25/11/2022","2018_7",0,0
"Care at Home","Private","All New Beginnings Ltd","Hamilton","Adults","07/12/2023",5,3,NA,3,4,"14/11/2023","2018_7",1,0
"Care at Home","Local Authority","East Ayrshire Community Supports","Kilmarnock","Adults","11/05/2023",5,5,NA,4,4,"20/03/2023","2018_10",0,0
"Care at Home","Private","The Good Care Group Scotland Limited","Newbridge","Adults","19/12/2023",6,6,NA,5,5,"30/11/2023","2018_7",0,0
"Care at Home","Private","ELB Care trading as Home Instead","Paisley","Adults","10/01/2024",4,4,NA,4,4,"27/11/2023","2018_8",0,0
"Care at Home","Private","Avicenna Care","Kirkcaldy","Adults","26/04/2023",4,4,NA,4,4,"17/04/2023","2018_10",3,0
"Care at Home","Private","Cura","Broxburn","Adults","19/10/2023",4,4,NA,4,4,"14/09/2023","2019_1",0,0
"Care at Home","Private","Amaris Care Ltd","Edinburgh","Adults","29/03/2024",2,2,NA,2,2,"18/04/2024","2019_4",1,0
"Care at Home","Private","Excelsior Care Limited","Kirkcaldy","Adults","13/01/2020",5,5,NA,4,4,"28/11/2019","2019_1",0,0
"Other than Care at home","Private","Badenscoth House","Inverurie","Adults","06/05/2019",5,5,NA,5,5,"25/04/2019","2018_6",0,0
"Care at Home","Private","Aspire Central Support Services","Bellshill","Adults","04/05/2023",4,4,NA,3,4,"02/03/2023","2018_12",0,0
"Care at Home","Private","My Homecare Edinburgh","Edinburgh","Adults","17/01/2024",4,3,NA,4,3,"30/11/2023","2018_11",0,0
"Care at Home","Private","SRS Care Solutions Scotland","Hawick","Adults","08/01/2024",4,4,NA,4,4,"20/12/2023","2018_9",0,0
"Care at Home","Voluntary or Not for Profit","The Action Group (Team F) Care at Home","Edinburgh","Adults","22/04/2022",5,4,NA,5,5,"16/03/2022","2019_4",0,0
"Other than Care at home","Private","SNAP Support Service","Inverness","Adults","14/09/2021",6,5,5,5,5,"12/08/2021","2019_3",0,0
"Care at Home","Private","Judes Homecare","Inverness","Adults","09/10/2023",4,4,NA,3,4,"26/09/2023","2018_11",0,0
"Other than Care at home","Voluntary or Not for Profit","Empower","Glasgow","Adults","26/04/2022",5,4,4,4,4,"22/10/2021","2019_6",0,0
"Other than Care at home","Voluntary or Not for Profit","Priority Families Service","Aberdeen","Adults","04/10/2019",5,5,NA,4,4,"04/09/2019","2018_12",0,0
"Care at Home","Private","Adigo Care","Bathgate","Adults","21/08/2023",4,4,NA,5,4,"24/07/2023","2018_11",4,0
"Care at Home","Private","CERA - Midlothian","Musselburgh","Adults","25/03/2024",5,4,NA,4,5,"20/03/2024","2019_1",1,0
"Care at Home","Local Authority","Glasgow City Council, Social Work Services, Home Care Service - North West","Glasgow","Adults","14/07/2023",5,4,NA,4,4,"13/06/2023","2018_9",1,0
"Care at Home","Local Authority","Glasgow City Council, Social Work Services, Home Care Service - South","Glasgow","Adults","14/07/2023",4,4,NA,4,4,"13/06/2023","2018_9",1,0
"Care at Home","Local Authority","Glasgow City Council, Social Work Services, Home Care Service - North East","Glasgow","Adults","21/07/2023",5,4,NA,4,4,"13/06/2023","2018_9",0,0
"Care at Home","Private","Quality Care Scotland Limited","Glasgow","Adults","23/08/2023",5,5,NA,5,5,"14/07/2023","2018_10",0,0
"Care at Home","Private","R & B's Senior Care Solutions Limited","Tranent","Adults","21/01/2022",3,3,NA,4,3,"14/01/2022","2019_2",0,0
"Care at Home","Voluntary or Not for Profit","Turnaround Throughcare","Paisley","Adults","21/07/2021",5,5,NA,5,5,"17/06/2021","2019_4",0,0
"Care at Home","Private","All Care Services Ltd Homecare and Housing Support","Livingston","Adults","09/10/2023",4,4,NA,4,4,"07/09/2023","2019_1",1,0
"Care at Home","Local Authority","Short Term Assessment and Review Team (START)","Kirkcaldy","Adults","17/02/2023",4,4,NA,4,4,"07/02/2023","2019_2",2,0
"Care at Home","Private","Avenue Care Services - Fife","Dunfermline","Adults","04/05/2023",3,4,NA,4,4,"22/02/2023","2018_10",1,0
"Care at Home","Private","Beechmount","Johnstone","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_4",0,0
"Care at Home","Private","Treddinoch","Falkirk","Adults","08/09/2023",4,4,NA,4,4,"01/09/2023","2019_4",0,0
"Care at Home","Private","Blue Star St. Andrews","St Andrews","Adults","14/03/2023",5,4,NA,4,5,"10/03/2023","2019_2",0,0
"Other than Care at home","Voluntary or Not for Profit","TouchBase 2 Glasgow","Glasgow","Adults","16/12/2022",5,4,NA,5,4,"15/11/2022","2018_12",0,0
"Care at Home","Private","Constance Care South Lanarkshire","High Blantyre","Adults","14/03/2024",3,3,NA,3,3,"31/01/2024","2019_1",0,0
"Care at Home","Voluntary or Not for Profit","SAMH North Lanarkshire Support Service","Airdrie","Adults","18/10/2023",5,5,NA,5,5,"13/10/2023","2018_12",0,0
"Care at Home","Private","Highland Croft Home Care","Dornoch","Adults","06/09/2023",5,5,NA,4,4,"11/07/2023","2018_11",0,0
"Care at Home","Voluntary or Not for Profit","Respite Fife Care and Support","Kirkcaldy","Adults","18/04/2023",5,5,NA,5,5,"13/03/2023","2019_3",0,0
"Care at Home","Private","1st Homecare Glenrothes","Falkirk (Falkirk)","Adults","20/09/2021",4,4,NA,4,4,"27/08/2021","2019_3",0,0
"Care at Home","Local Authority","Short Term Assessment and Reablement Team (START)","Elgin","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_2",0,0
"Care at Home","Private","Home Care (Scotland)","Dingwall","Adults","23/05/2023",5,4,NA,5,5,"16/12/2019","2019_3",0,0
"Care at Home","Private","Nacor Healthcare Services Ltd","Falkirk","Adults","22/02/2024",3,3,NA,3,3,"25/01/2024","2019_6",0,0
"Care at Home","Private","Care1 Professional Services Ltd","Glasgow","Adults","15/02/2024",2,2,NA,3,2,"15/01/2024","2019_2",1,0
"Care at Home","Voluntary or Not for Profit","Geeza Break - Sitter Service","Glasgow","Adults","13/12/2023",5,5,NA,5,4,"16/11/2023","2019_2",0,0
"Care at Home","Private","RMR Specialist Care","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_8",0,0
"Care at Home","Local Authority","Aberdeenshire Council - Central Care at Home Service","Inverurie","Adults","18/02/2022",5,4,NA,4,4,"25/01/2022","2019_4",0,0
"Care at Home","Local Authority","Aberdeenshire Responders for Care at Home Service (ARCH)","Aberdeen","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_4",0,0
"Care at Home","Local Authority","Aberdeenshire Council - South Care at Home Service","Huntly","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_4",0,0
"Care at Home","Private","Hands-4-Care-Services","Motherwell","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_9",0,0
"Care at Home","Private","Carswell Care","Perthshire","Adults","25/10/2021",3,3,NA,3,3,"31/01/2023","2019_10",2,0
"Care at Home","Private","Love @ Care-Lanarkshire","Bellshill","Adults","07/01/2022",3,3,NA,4,4,"30/11/2021","2019_6",0,0
"Care at Home","Private","Assist Care and Support","Bathgate","Adults","17/01/2024",4,4,NA,4,4,"13/12/2023","2019_6",0,0
"Care at Home","Private","JB Homecare and Staff Agency","Edinburgh","Adults","13/12/2023",3,3,NA,3,3,"07/12/2023","2019_3",1,0
"Other than Care at home","Local Authority","Mountainhall Day Care","Dumfries","Adults","10/01/2022",4,NA,NA,NA,4,"01/12/2021","2019_4",0,0
"Care at Home","Private","OneCloud Healthcare","Glasgow","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_4",0,0
"Care at Home","Voluntary or Not for Profit","Homelife Ayr","Ayr","Adults","12/06/2023",5,5,NA,5,5,"18/04/2024","2019_6",0,0
"Care at Home","Voluntary or Not for Profit","Archway Supported Living Services","Aberdeen","Adults","24/04/2023",4,4,NA,4,4,"21/04/2023","2019_4",0,0
"Care at Home","Voluntary or Not for Profit","Fun First Children and Young People's Service - Tayside","Arbroath","Adults","22/02/2023",5,4,NA,4,4,"06/02/2023","2019_8",0,0
"Care at Home","Private","Wilta Health Solutions Ltd","Dalkeith","Adults",NA,NA,NA,NA,NA,NA,NA,"2020_6",0,0
"Other than Care at home","Local Authority","Meadowburn Day Care Centre","Glasgow","Adults","20/04/2022",4,NA,NA,4,NA,"17/03/2022","2019_11",0,0
"Care at Home","Private","Care Quality Services limited - Aberdeenshire","Fraserburgh","Adults","28/02/2024",2,3,NA,3,2,"12/12/2023","2018_12",0,0
"Care at Home","Private","Care Quality Services Limited - Dundee","Dundee","Adults","18/10/2022",5,4,NA,4,4,"12/09/2022","2018_12",0,0
"Care at Home","Private","Care Quality Services Limited - Moray","Elgin","Adults","18/03/2024",3,3,NA,3,3,"13/12/2023","2018_12",0,0
"Care at Home","Private","Care4Life Services","Helensburgh","Adults","08/11/2023",5,5,NA,5,4,"06/10/2023","2019_5",0,0
"Care at Home","Voluntary or Not for Profit","Cornerstone North Lanarkshire Supported Living 2","Airdrie","Adults","19/04/2022",5,5,NA,5,5,"17/03/2022","2019_7",0,0
"Care at Home","Private","Baal-Perazim Care Services Ltd","Edinburgh","Adults","18/05/2023",4,4,NA,5,5,"11/05/2023","2019_7",0,0
"Care at Home","Private","Balmoral Health and Social Care - Fife","Dunfermline","Adults","17/10/2023",3,3,NA,3,3,"05/10/2023","2019_8",4,0
"Care at Home","Private","TFY Care Edinburgh","Edinburgh","Adults","25/09/2022",4,4,NA,4,4,"04/08/2022","2019_7",4,0
"Care at Home","Private","Constance Care Livingston","Livingston","Adults","01/09/2023",5,3,NA,4,4,"14/08/2023","2019_7",0,0
"Care at Home","Private","Constance Care Glenrothes","Glenrothes","Adults","03/08/2023",5,5,NA,5,5,"18/07/2023","2019_6",0,0
"Care at Home","Private","SCRT Stirling","Stirling","Adults","02/05/2023",4,3,NA,4,4,"26/04/2023","2019_5",0,0
"Care at Home","Private","SCRT Paisley","Paisley","Adults","05/06/2023",4,4,NA,5,5,"12/05/2023","2019_5",0,0
"Care at Home","Private","EHSAAS CARE","Livingston","Adults","28/11/2023",5,4,NA,4,4,"25/04/2024","2019_7",1,0
"Care at Home","Private","Living Ambitions Edinburgh and the Lothians","Edinburgh","Adults","28/04/2023",3,3,NA,3,3,"29/03/2023","2019_9",0,0
"Care at Home","Voluntary or Not for Profit","Allarton","Glasgow","Adults","02/04/2024",5,4,NA,4,5,"27/02/2024","2019_9",0,0
"Care at Home","Private","Take Care at Home","Glasgow","Adults","23/03/2022",3,3,NA,3,3,"16/05/2022","2020_3",0,0
"Care at Home","Private","My Life (Edinburgh & Lothians)","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_9",1,0
"Care at Home","Private","Sunflower Home Care","Inverness","Adults","11/07/2023",4,4,NA,4,4,"26/06/2023","2019_7",0,0
"Care at Home","Private","CERA - Forth Valley","Alloa","Adults","14/09/2023",5,4,NA,4,4,"11/09/2023","2019_9",0,0
"Care at Home","Private","Ayrshire Care Solutions","Ayrshire","Adults","05/03/2024",4,3,NA,3,4,"15/02/2024","2019_4",0,0
"Care at Home","Private","Primecare Health Ltd - Autism Service","Broxburn","Adults","09/08/2023",5,4,4,4,4,"02/08/2023","2020_4",0,0
"Care at Home","Private","HK-Care Consulting Limited","Glasgow","Adults","30/08/2021",5,5,NA,5,5,"26/08/2021","2020_6",1,0
"Other than Care at home","Local Authority","Trindlemoss Day Opportunities","Irvine","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_12",0,0
"Care at Home","Private","Tanshe Care Services","Edinburgh","Adults","26/04/2023",4,4,NA,3,4,"16/01/2023","2019_9",0,0
"Care at Home","Private","ION Care and Support Services (Care at Home)(Lanarkshire)","Coatbridge","Adults","13/04/2023",5,4,NA,4,4,"07/04/2023","2019_10",0,0
"Care at Home","Voluntary or Not for Profit","West Lothian Housing Support Services","Livingston","Adults","15/03/2023",4,4,NA,4,4,"15/02/2023","2020_5",0,0
"Care at Home","Voluntary or Not for Profit","Mearns View","Glasgow","Adults","17/12/2021",5,5,NA,5,5,"05/11/2021","2019_5",0,0
"Care at Home","Private","SRS Care Solutions Central Limited","Hamilton","Adults","19/01/2022",4,4,NA,4,4,"24/11/2021","2020_2",0,0
"Care at Home","Private","JKL Care Service Ltd","Hamilton","Adults","07/12/2022",5,4,NA,4,5,"06/10/2022","2019_10",1,0
"Other than Care at home","Voluntary or Not for Profit","Over The Wall","Perth","Adults","20/09/2022",5,4,5,5,4,"09/08/2022","2019_7",0,0
"Care at Home","Private","Continuity Care Scotland Ltd","South Queensferry","Adults","17/04/2024",4,3,NA,3,3,"08/04/2024","2020_1",1,0
"Care at Home","Private","Direct Care Service","Bathgate","Adults","09/10/2023",4,4,NA,4,4,"31/08/2023","2020_1",0,0
"Care at Home","Private","Holistic Care Scotland","Aberdeen","Adults","16/02/2022",5,4,NA,4,4,"24/01/2022","2020_4",0,0
"Other than Care at home","Private","Careoligy Elderly Daycare","Kirkcaldy","Adults",NA,NA,NA,NA,NA,NA,NA,"2020_1",0,0
"Care at Home","Private","Trusted Travel Buddies","Inverness","Adults","03/02/2022",5,5,NA,5,5,"17/01/2022","2019_12",0,0
"Care at Home","Voluntary or Not for Profit","Hillcrest Futures Angus Homecare","Arbroath","Adults","01/03/2024",3,4,NA,3,3,"28/09/2023","2020_2",0,0
"Care at Home","Voluntary or Not for Profit","Hillcrest Futures Dundee Housing with Care Service","Dundee","Adults","19/04/2022",5,4,NA,4,5,"16/03/2022","2020_2",0,0
"Care at Home","Private","Careforth Ltd t/a Home Instead","Stirling","Adults","19/05/2023",5,5,NA,5,5,"18/05/2023","2020_4",1,0
"Care at Home","Local Authority","Falkirk Council - Care and Support at Home - East Locality","Denny","Adults","17/04/2024",4,4,NA,4,4,"13/03/2024","2019_10",0,0
"Care at Home","Local Authority","Falkirk Council - Care and Support at Home - Central Locality","Denny","Adults","17/04/2024",4,4,NA,4,4,"13/03/2024","2019_10",0,0
"Care at Home","Private","Connected Care Services Limited","Lochgelly","Adults","08/02/2023",4,4,NA,4,4,"26/04/2024","2020_2",1,0
"Care at Home","Health Board","Care at Home and Enablement Service Nairn","Nairn","Adults","04/04/2022",5,5,NA,5,5,"17/01/2022","2019_12",0,0
"Care at Home","Health Board","Care at Home and Enablement Service Badenoch and Strathspey","Aviemore","Adults","29/04/2022",5,5,NA,5,5,"16/03/2022","2019_12",0,0
"Care at Home","Health Board","Care at Home and Enablement Service Mid Ross","Dingwall","Adults","30/10/2023",5,5,NA,5,5,"08/09/2023","2019_12",0,0
"Care at Home","Health Board","Care at Home and Enablement Service East Ross","Invergordon","Adults","25/09/2023",5,4,NA,4,4,"01/09/2023","2019_12",0,0
"Care at Home","Voluntary or Not for Profit","VSA Outreach Service","Aberdeen","Adults",NA,5,5,NA,5,5,NA,"2020_5",0,0
"Other than Care at home","Voluntary or Not for Profit","Stanmore Lifeskills","Lanark","Adults","20/09/2022",5,4,5,4,4,"16/06/2022","2020_9",0,0
"Care at Home","Private","TLC (Scotland)","Prestwick","Adults","30/04/2024",3,3,NA,3,3,"16/04/2024","2019_12",0,0
"Care at Home","Private","Beelieve Health and Wellbeing Services","Glasgow","Adults","25/04/2023",4,4,NA,4,4,"17/03/2023","2020_6",0,0
"Care at Home","Private","Constance Care North Lanarkshire and East Renfrewshire","Motherwell","Adults","27/10/2023",4,4,NA,5,5,"21/09/2023","2019_12",0,0
"Care at Home","Private","Constance Care Ayrshire","Ayr","Adults","17/08/2023",5,4,NA,4,5,"14/08/2023","2019_12",0,0
"Care at Home","Private","Bliss Care Solutions Ltd","Edinburgh","Adults","23/05/2023",5,4,NA,5,4,"12/05/2023","2020_3",0,0
"Care at Home","Private","SSP Care and Support Services","Stirling","Adults","23/02/2024",4,3,NA,3,4,"06/02/2024","2020_2",0,0
"Care at Home","Private","Eben Care and Support Ltd","Livingston","Adults","19/05/2023",4,3,NA,3,3,"23/08/2021","2020_4",0,0
"Care at Home","Voluntary or Not for Profit","Action for Children Housing Support for Edinburgh, East and Midlothian","Edinburgh","Adults","04/08/2023",5,5,NA,5,4,"24/07/2023","2020_5",0,0
"Care at Home","Private","Tayside Home Care","Crieff","Adults","12/05/2022",3,4,NA,4,4,"24/03/2022","2020_4",0,0
"Care at Home","Local Authority","Katharine Elliot Day Service (LD)","Hawick","Adults","17/11/2023",5,5,4,5,5,"31/10/2023","2019_12",0,0
"Care at Home","Local Authority","Green Gardens Day Support Service","Peebles","Adults","17/11/2023",5,5,4,5,5,"31/10/2023","2019_12",0,0
"Care at Home","Local Authority","Lanark Lodge Day Centre","Duns","Adults",NA,NA,NA,NA,NA,NA,NA,"2019_12",0,0
"Care at Home","Local Authority","Homecare East","Duns","Adults","22/03/2024",3,3,NA,4,3,"19/02/2024","2019_12",0,0
"Care at Home","Local Authority","Homecare South","Hawick","Adults","08/01/2024",4,4,NA,4,4,"19/12/2023","2019_12",0,0
"Care at Home","Local Authority","Homecare West","Galashiels","Adults","08/01/2024",4,4,NA,4,4,"14/12/2023","2019_12",1,0
"Care at Home","Private","Creative Homecare","Denny","Adults","31/01/2024",6,5,NA,5,5,"12/01/2024","2020_7",0,0
"Care at Home","Private","Gateways Support Service","Denny","Adults","27/06/2023",5,4,NA,5,4,"09/06/2023","2020_12",0,0
"Care at Home","Voluntary or Not for Profit","Abbeyfield Care At Home","Stirling","Adults","20/11/2023",5,3,NA,3,5,"08/11/2023","2020_3",0,0
"Care at Home","Voluntary or Not for Profit","Wheatley Care Falkirk Supported Living Service","Falkirk","Adults","08/11/2023",5,4,NA,4,5,"17/10/2023","2020_3",0,0
"Care at Home","Voluntary or Not for Profit","Wheatley Care Fife Supported Living Service","Kirkcaldy","Adults","23/06/2023",4,3,NA,4,3,"07/06/2023","2020_3",0,0
"Care at Home","Voluntary or Not for Profit","West Lothian Supported Living and Outreach Support Service","Bathgate","Adults","27/02/2024",5,4,NA,4,5,"14/02/2024","2020_3",0,0
"Care at Home","Voluntary or Not for Profit","Capability Scotland - Perth Services","Perth","Adults","27/04/2022",3,4,NA,4,4,"29/03/2022","2020_5",0,0
"Care at Home","Voluntary or Not for Profit","Wheatley Care Edinburgh East Support Service","Edinburgh","Adults","25/05/2023",5,NA,NA,NA,5,"04/05/2023","2020_3",0,0
"Care at Home","Voluntary or Not for Profit","Wheatley Care Edinburgh Supported Living & Outreach Support Service","Edinburgh","Adults","07/07/2022",5,4,NA,4,4,"17/05/2022","2020_3",0,0
"Care at Home","Voluntary or Not for Profit","Wheatley Care South Lanarkshire Self Directed Support Service","Blantyre","Adults",NA,NA,NA,NA,NA,NA,NA,"2020_2",0,0
"Care at Home","Private","Sutherland Home Care","Helmsdale","Adults","25/09/2022",4,NA,NA,NA,4,"01/08/2022","2020_5",0,0
"Care at Home","Private","Millport Care at Home Service","Isle Of Cumbrae","Adults","25/09/2022",4,4,NA,4,4,"24/08/2022","2020_6",0,0
"Care at Home","Voluntary or Not for Profit","Carr Gomm Support Services 6","Dundee","Adults","12/04/2022",3,4,NA,4,4,"31/03/2022","2020_6",0,0
"Care at Home","Private","Scotia Care","Arbroath","Adults","10/12/2021",5,4,NA,4,4,"20/10/2021","2020_4",0,0
"Care at Home","Voluntary or Not for Profit","Leonard Cheshire Fulwood","Glasgow","Adults","16/05/2023",4,4,NA,4,4,"28/04/2023","2020_11",0,0
"Care at Home","Private","Shona Care Ltd","Glasgow","Adults","17/07/2023",5,5,NA,5,4,"20/06/2023","2020_9",0,0
"Care at Home","Voluntary or Not for Profit","Inspire Sycamore Way","Banchory","Adults","21/03/2022",5,5,NA,5,5,"03/03/2022","2020_7",0,0
"Care at Home","Private","Balmoral Health and Social Care East Dunbarton","Glasgow","Adults","28/02/2023",5,NA,NA,NA,4,"23/02/2023","2020_7",0,0
"Other than Care at home","Private","Bankview Health & Wellbeing Centre","Bonnybridge","Adults","23/02/2023",5,NA,NA,NA,5,"27/01/2023","2020_8",0,0
"Care at Home","Private","Lica Homecare Ltd","Lanark","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_3",1,0
"Care at Home","Voluntary or Not for Profit","Glasgow East Care at Home Service","Glasgow","Adults","03/09/2021",3,4,NA,4,4,"15/07/2021","2020_9",0,0
"Other than Care at home","Voluntary or Not for Profit","Capability Scotland - Dumfries & Galloway","Dumfries","Adults","17/12/2021",5,5,5,5,5,"18/10/2021","2020_9",0,0
"Care at Home","Private","Hierarchy Support Services","Livingston","Adults","20/11/2023",5,4,NA,4,4,"08/11/2023","2020_6",0,0
"Care at Home","Private","Hearts at Home Social Care Limited","Clydebank","Adults",NA,NA,NA,NA,NA,NA,NA,"2020_11",0,0
"Care at Home","Private","Safe Hands Support Scotland","Stirling","Adults","18/04/2024",5,4,NA,4,4,"16/02/2024","2020_11",0,0
"Care at Home","Private","Call-In Homecare Ltd (Dundee)","Dundee","Adults","08/04/2022",4,3,NA,3,3,"23/02/2022","2021_1",1,0
"Care at Home","Private","Fraser Elite","Inverness","Adults","17/11/2021",5,5,NA,5,5,"13/10/2021","2020_9",0,0
"Care at Home","Private","Call -In Homecare West Lothian.","Loanhead","Adults","09/11/2023",4,4,NA,4,4,"06/10/2023","2021_1",0,0
"Care at Home","Private","Easter Inch Limited t/a T&T Healthcare Solutions","Bathgate","Adults","25/04/2024",4,2,NA,3,2,"06/03/2024","2020_8",0,0
"Care at Home","Voluntary or Not for Profit","Affinity Trust - Aberdeen","Aberdeen","Adults","04/07/2023",5,5,NA,5,5,"09/06/2023","2020_9",0,0
"Care at Home","Private","M-VERTH LIMITED","Paisley","Adults","19/04/2024",4,4,NA,4,3,"15/03/2024","2020_10",1,0
"Care at Home","Private","Thistle Care Solutions","Falkirk","Adults","15/01/2024",5,4,NA,4,5,"21/12/2023","2020_12",1,0
"Care at Home","Private","Tenacity Home Care","Edinburgh","Adults","28/11/2023",3,3,NA,3,3,"14/11/2023","2020_10",0,0
"Care at Home","Local Authority","Clydebank Day Service and Opportunities","Clydebank","Adults",NA,NA,NA,NA,NA,NA,NA,"2020_12",0,0
"Other than Care at home","Voluntary or Not for Profit","Young Adult Services (YAS)","Rosewell","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_2",0,0
"Care at Home","Voluntary or Not for Profit","Crossroads Care Harris","Isle Of Harris","Adults","21/03/2023",5,5,NA,5,5,"03/03/2023","2020_12",0,0
"Care at Home","Private","Mears Supported Living - North Lanarkshire","Wishaw","Adults","23/10/2022",5,5,NA,4,4,"16/08/2022","2020_9",0,0
"Care at Home","Private","Mears Supported Living - Central","Alva","Adults","14/03/2024",5,5,NA,5,5,"19/02/2024","2020_9",0,0
"Care at Home","Private","Mears Supported Living - Aberdeenshire","Macduff","Adults","20/09/2022",4,5,NA,3,3,"25/08/2022","2020_9",0,0
"Care at Home","Voluntary or Not for Profit","Daldorch House Adult Service","Mauchline","Adults","19/04/2022",3,3,NA,3,3,"16/03/2022","2021_1",0,0
"Care at Home","Private","TAVE Beulah","Edinburgh","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_3",0,0
"Care at Home","Voluntary or Not for Profit","Midlothian Park Cottage","Dalkeith","Adults","15/06/2023",5,5,NA,5,5,"05/06/2023","2021_2",0,0
"Care at Home","Voluntary or Not for Profit","Leonard Cheshire Lammermuir","Livingston","Adults","30/01/2024",5,5,NA,5,5,"22/01/2024","2020_11",0,0
"Care at Home","Voluntary or Not for Profit","Leonard Cheshire City Park","Edinburgh","Adults","05/12/2023",3,3,NA,4,3,"17/10/2023","2020_11",0,0
"Care at Home","Private","Newcross Healthcare Scotland Care at Home","Hamilton","Adults","09/01/2023",3,NA,NA,NA,4,"11/11/2022","2021_3",0,0
"Care at Home","Voluntary or Not for Profit","Care Choices","Aberdeen","Adults","16/08/2023",5,5,NA,5,5,"24/07/2023","2020_10",0,0
"Care at Home","Private","Guardian Live In Care","Aberdeen","Adults",NA,NA,NA,NA,NA,NA,NA,"2021_3",0,0
"Care at Home","Private","Divine Health & Social Care","Dumfries","Adults","16/12/2021",4,4,NA,4,4,"11/11/2021","2021_1",0,0
"Care at Home","Private","Scotia Homecare Solutions Limited","Alloa","Adults","21/03/2024",5,3,NA,4,5,"08/03/2024","2021_2",1,0
"Care at Home","Private","SP Social Care Limited","Glasgow","Adults","11/05/2023",5,4,NA,5,4,"05/05/2023","2021_3",0,0
"Care at Home","Private","Esteem Care Dumfries and Galloway Ltd","Stranraer","Adults","19/01/2022",4,4,NA,4,4,"09/11/2021","2021_2",0,0
"Care at Home","Private","Eilean Dubh Home Care","Culbokie","Adults","17/11/2021",4,4,NA,4,4,"08/11/2021","2021_2",0,0
"Care at Home","Private","Ayr Care Ltd t/a Home Instead Ayrshire & Kilmarnock","Ayr","Adults","08/06/2023",5,5,NA,5,5,"02/06/2023","2021_3",0,0
