"Subtype","Provider","Name","Town","Clients","Grades published","Wellbeing support","Care and support","Setting","Staffing","Leadership","Last_inspection_Date","Registered","Complaints upheld since 21/22","Enforcements since 21/22"
NA,"Private","Lifeways Community Care (Inverness) Limited","Inverness","Adults","20/12/2022",4,4,NA,4,4,"22/11/2023","2010_1",0,0
NA,"Local Authority","Doocot View Very Sheltered Housing","Banff","Adults","13/06/2018",5,5,4,5,5,"11/06/2018","2010_8",0,0
NA,"Private","Extended Personal Care Limited","Lennoxtown","Adults","01/09/2023",5,4,NA,4,4,"14/07/2023","2011_1",0,0
NA,"Private","Bluebird Care (Dunbartonshire)","Glasgow","Adults","08/09/2023",5,3,NA,5,5,"21/07/2023","2010_3",0,0
NA,"Private","Rainbow Services","Ayr","Adults","17/10/2023",3,3,NA,3,3,"29/09/2023","2010_4",0,0
NA,"Voluntary or Not for Profit","Elpis Centre","Glasgow","Adults","18/07/2019",5,5,NA,5,4,"05/07/2019","2010_5",0,0
NA,"Voluntary or Not for Profit","Whiteinch Move-On Service","Glasgow","Adults","02/11/2017",5,5,NA,5,4,"02/10/2017","2010_8",0,0
NA,"Voluntary or Not for Profit","Lomondside Services","Alexandria","Adults","19/02/2018",5,5,NA,5,6,"09/11/2023","2010_9",0,0
NA,"Voluntary or Not for Profit","Caithness and Sutherland Women's Aid","Golspie","Adults","19/12/2018",6,6,NA,6,6,"02/11/2018","2010_3",0,0
NA,"Voluntary or Not for Profit","North Lanarkshire Youth Housing Support Service","Motherwell","Adults","20/12/2019",5,5,NA,5,5,"28/10/2019","2010_4",0,0
NA,"Private","Clyde Health Care - Home Care: Supporting People","Glasgow","Adults","26/09/2022",3,4,NA,4,3,"11/08/2022","2010_3",2,2
NA,"Private","Bright Care (Edinburgh)","Edinburgh","Adults","20/10/2023",5,5,NA,5,5,"14/08/2023","2010_10",0,0
NA,"Private","CERA - Central Scotland","Coatbridge","Adults","28/11/2022",4,4,NA,4,4,"01/11/2022","2010_8",0,0
NA,"Private","CERA - East Kilbride","Glasgow","Adults","21/10/2022",4,3,NA,3,4,"31/10/2023","2010_8",5,5
NA,"Voluntary or Not for Profit","North Ayrshire Women's Aid","Saltcoats","Adults","03/03/2020",5,5,NA,5,5,"16/01/2020","2010_7",0,0
NA,"Private","CERA - Ellon","Ellon","Adults","17/05/2023",5,4,NA,4,5,"17/04/2023","2010_6",1,1
NA,"Private","Harmony Care and Support Service","Edinburgh","Adults","29/03/2023",5,6,NA,4,4,"23/02/2023","2014_6",0,0
NA,"Private","Visiting Angelz","Paisley","Adults","26/04/2022",4,3,NA,3,3,"04/03/2022","2012_8",0,0
NA,"Local Authority","Community Resource Team","Oban","Adults","04/02/2020",4,4,NA,4,3,"09/12/2019","2010_10",0,0
NA,"Voluntary or Not for Profit","West Lothian Housing Support Services","Livingston","Adults","15/03/2023",4,4,NA,4,4,"15/02/2023","2012_1",0,0
NA,"Private","Delight Supported Living Ltd","Glasgow","Adults","28/07/2023",3,3,NA,3,2,"30/11/2023","2010_10",1,1
NA,"Private","Social Care Alba Ltd","Edinburgh","Adults","20/07/2023",4,4,NA,4,4,"15/06/2023","2011_4",1,1
NA,"Private","Tailor Maid Homecare","Glasgow","Adults","18/11/2019",5,5,NA,4,5,"15/10/2019","2010_10",0,0
NA,"Voluntary or Not for Profit","Hayfield Care at Home Services","Glasgow","Adults","01/10/2019",5,5,NA,5,4,"20/08/2019","2010_11",0,0
NA,"Private","Catch Scotland Ltd","Houston","Adults","14/09/2020",5,5,NA,4,5,"10/03/2020","2011_3",0,0
NA,"Voluntary or Not for Profit","L'Arche Highland","Inverness","Adults","20/01/2023",5,5,NA,6,5,"17/01/2023","2011_11",0,0
NA,"Voluntary or Not for Profit","Up2Us Support Service","Glasgow","Adults","09/05/2023",5,5,NA,5,4,"21/04/2023","2010_12",0,0
NA,"Voluntary or Not for Profit","Inspire Peterhead","Peterhead","Adults","02/02/2023",5,3,NA,3,5,"20/01/2023","2011_6",0,0
NA,"Voluntary or Not for Profit","Inspire Huntly","Huntly","Adults","09/09/2019",6,6,NA,5,5,"05/07/2019","2011_6",0,0
NA,"Voluntary or Not for Profit","Inspire Holland Street","Aberdeen","Adults","21/06/2019",5,5,NA,5,5,"20/05/2019","2011_6",0,0
NA,"Voluntary or Not for Profit","Inspire Community Living Project","Aberdeen","Adults","18/03/2022",5,5,NA,5,5,"16/03/2022","2011_6",1,1
NA,"Voluntary or Not for Profit","Affinity Trust Scotland West Services","Irvine","Adults","27/09/2023",3,3,NA,4,3,"01/09/2023","2011_9",1,1
NA,"Voluntary or Not for Profit","Perthshire Women's Aid - Housing Support.","Perth","Adults","13/10/2020",4,4,NA,5,4,"10/03/2020","2011_9",0,0
NA,"Voluntary or Not for Profit","Geeza Break","Glasgow","Adults","13/06/2019",5,5,NA,5,5,"16/11/2023","2011_10",0,0
NA,"Private","Priory Supported Living in Scotland","Glasgow","Adults","08/02/2019",4,4,NA,4,4,"16/11/2018","2011_3",0,0
NA,"Voluntary or Not for Profit","Hillcrest Futures - North Grimsby/Dundee Outreach Service","Arbroath","Adults","13/05/2019",4,4,NA,4,3,"25/04/2019","2011_2",0,0
NA,"Local Authority","East Ayrshire Health and Social Care Partnership Care at Home and Housing Support Service (North Locality)","Kilmarnock","Adults","17/07/2023",4,5,NA,4,3,"01/06/2023","2011_4",2,2
NA,"Local Authority","East Ayrshire Health & Social Care Partnership Care at Home and Housing Support Service (South Locality)","Cumnock","Adults","16/06/2023",4,5,NA,4,3,"30/05/2023","2011_3",2,2
NA,"Private","Bluebird Care (East and Mid Lothian)","Dalkeith","Adults","28/04/2023",4,4,NA,4,4,"02/03/2023","2011_8",0,0
NA,"Local Authority","Greenwood","Campbeltown","Adults","24/06/2019",5,5,NA,4,4,"27/05/2019","2012_5",0,0
NA,"Voluntary or Not for Profit","Borders Services","Galashiels","Adults","20/02/2023",4,4,NA,4,4,"19/01/2023","2011_3",0,0
NA,"Local Authority","Dundee City Council - Homecare - Enablement & Support Citywide and Community Mental Health Older People Team","Dundee","Adults","05/02/2020",5,5,NA,5,5,"25/10/2023","2012_1",1,1
NA,"Local Authority","Care at Home City Wide","Dundee","Adults","20/03/2020",5,5,NA,5,5,"30/01/2020","2012_1",0,0
NA,"Local Authority","Dundee City Council - Homecare - Social Care Response Service","Dundee","Adults","20/03/2020",5,5,NA,5,5,"18/02/2020","2012_1",0,0
NA,"Private","Right There West","Glasgow","Adults","16/01/2020",5,5,NA,5,4,"09/10/2019","2011_10",0,0
NA,"Private","Right There East","Edinburgh","Adults","29/04/2019",4,4,NA,4,5,"28/03/2019","2011_10",0,0
NA,"Private","Lanarkshire Care Partners","Coatbridge","Adults","08/08/2023",4,4,NA,4,5,"14/07/2023","2011_7",0,0
NA,"Private","Right There Pathways","Glasgow","Adults","28/02/2020",5,5,NA,4,4,"13/11/2019","2011_10",0,0
NA,"Voluntary or Not for Profit","Sacro - Moray Supported Accommodation Service","Elgin","Adults","05/11/2018",5,5,NA,5,4,"12/09/2018","2011_5",0,0
NA,"Voluntary or Not for Profit","Women's Aid South Lanarkshire and East Renfrewshire","East Kilbride","Adults","16/05/2019",6,6,NA,5,6,"03/02/2017","2012_1",0,0
NA,"Voluntary or Not for Profit","Affinity Trust - Argyll & Bute","Oban","Adults","22/09/2023",4,5,NA,4,4,"25/08/2023","2011_9",0,0
NA,"Voluntary or Not for Profit","Glasgow East Women's Aid","Glasgow","Adults","09/07/2018",5,5,NA,5,5,"31/05/2018","2013_5",0,0
NA,"Voluntary or Not for Profit","Cornerstone Perth and Kinross Services","Perth","Adults","18/04/2023",4,5,NA,5,3,"13/03/2023","2012_8",0,0
NA,"Voluntary or Not for Profit","Carr Gomm Argyll & Bute Housing Service","Oban","Adults","20/11/2019",5,5,NA,5,5,"27/09/2019","2012_1",0,0
NA,"Voluntary or Not for Profit","Nansen Highland Housing Support Service","Muir Of Ord","Adults","24/11/2023",5,5,NA,5,4,"21/11/2023","2012_5",0,0
NA,"Voluntary or Not for Profit","Orkney Supported Living","Kirkwall","Adults","23/11/2022",5,5,NA,5,5,"20/10/2022","2012_1",0,0
NA,"Voluntary or Not for Profit","Leonard Cheshire Services (Scotland) - South Lanarkshire","Glasgow","Adults","28/07/2020",5,5,NA,5,4,"12/02/2020","2013_4",0,0
NA,"Private","ScotNursing & Medical Services Limited","Glasgow","Adults","17/06/2020",5,5,NA,5,5,"05/02/2020","2014_2",0,0
NA,"Local Authority","Braeburn Court","Orkney","Adults","13/11/2023",3,3,NA,3,3,"11/10/2023","2012_5",0,0
NA,"Voluntary or Not for Profit","Queens Cross Wellbeing for Good Mental Health Service","Glasgow","Adults","12/06/2023",6,6,NA,5,5,"05/05/2023","2012_6",0,0
NA,"Voluntary or Not for Profit","Stirling and District Women's Aid","Stirling","Adults","18/02/2019",5,5,NA,5,5,"20/12/2018","2012_12",0,0
NA,"Private","ASC - Outreach Services","Blairgowrie","Adults","28/01/2019",5,5,NA,4,4,"24/01/2019","2012_9",0,0
NA,"Local Authority","North West Hub Re-Ablement Service","Edinburgh","Adults","05/04/2023",5,4,NA,5,5,"16/03/2023","2012_11",0,0
NA,"Private","Cottage Care Services Ltd","Greenock","Adults","01/11/2023",4,5,NA,5,4,"02/10/2023","2012_4",0,0
NA,"Local Authority","16 Barlink Road, Elgin","Elgin","Adults","11/01/2019",5,5,NA,5,5,"06/12/2018","2012_10",0,0
NA,"Voluntary or Not for Profit","Hemat Gryffe Women's Aid - Housing Support Service","Glasgow","Adults","06/01/2020",5,5,NA,5,5,"28/10/2019","2013_2",0,0
NA,"Voluntary or Not for Profit","Sue Ryder Care & Support Service - Housing Support Service","Aberdeen","Adults","03/10/2022",4,5,NA,5,4,"09/09/2022","2012_6",0,0
NA,"Health Board","Inverness Learning Disabilities","Inverness","Adults","12/01/2023",5,4,NA,4,5,"20/12/2022","2012_3",0,0
NA,"Private","Hilltree Court","Glasgow","Adults","03/10/2023",4,4,NA,4,4,"01/09/2023","2013_1",0,0
NA,"Voluntary or Not for Profit","Scottish Autism Lothian Outreach Team (housing support)","Edinburgh","Adults","12/04/2018",5,5,NA,5,5,"16/11/2023","2012_4",0,0
NA,"Private","Eildon Ltd - Support Services","Inverness","Adults","04/03/2022",4,4,NA,4,4,"10/12/2021","2012_10",0,0
NA,"Voluntary or Not for Profit","Caledonia Housing Support Services","Perth","Adults","15/06/2017",4,4,NA,4,4,"28/03/2017","2013_3",0,0
NA,"Private","LiN Group","Edinburgh","Adults","04/07/2023",4,4,NA,4,4,"11/05/2023","2012_8",0,0
NA,"Voluntary or Not for Profit","East Renfrewshire Dementia Services","Glasgow","Adults","02/03/2020",6,6,NA,6,6,"26/02/2020","2013_1",0,0
NA,"Voluntary or Not for Profit","Loch Arthur Community","Dumfries","Adults","23/07/2020",6,6,NA,6,6,"25/02/2020","2012_10",0,0
NA,"Voluntary or Not for Profit","Charles Brownlie House","Hamilton","Adults","17/04/2018",5,5,NA,5,5,"14/03/2018","2012_10",0,0
NA,"Voluntary or Not for Profit","Newton Dee Camphill Community Ltd","Aberdeen","Adults","20/12/2019",5,5,NA,5,5,"18/11/2019","2012_10",0,0
NA,"Voluntary or Not for Profit","Real Life Options West Lothian Housing Support","West Lothian","Adults","20/12/2022",5,5,NA,5,5,"19/12/2022","2014_8",0,0
NA,"Voluntary or Not for Profit","Orkney Housing Support","Kirkwall","Adults","05/05/2023",4,4,NA,4,4,"21/03/2023","2013_2",0,0
NA,"Voluntary or Not for Profit","The Richmond Fellowship Scotland - Borders Intensive Support Service","Galashiels","Adults","01/03/2023",5,5,NA,5,4,"02/02/2023","2013_9",0,0
NA,"Local Authority","Cowan Court Extra Care Housing","Penicuik","Adults","26/10/2023",5,5,NA,5,5,"12/10/2023","2013_9",0,0
NA,"Voluntary or Not for Profit","Housing Support Dundee","Dundee","Adults","18/01/2023",5,5,NA,5,5,"09/12/2022","2014_4",0,0
NA,"Voluntary or Not for Profit","The Barrhead Project","Barrhead","Adults","25/09/2022",3,3,NA,3,3,"30/11/2023","2014_5",0,0
NA,"Voluntary or Not for Profit","Sense Scotland Highland and Lochaber Housing Support Service","Fort William","Adults","15/05/2023",5,5,NA,5,5,"26/04/2023","2013_9",0,0
NA,"Private","Bon Accord Care - Housing Support - 2","Aberdeen","Adults","27/11/2023",4,3,NA,4,4,"13/10/2023","2013_8",0,0
NA,"Private","Bon Accord Care - Housing Support - 1","Aberdeen","Adults","11/07/2023",3,3,NA,3,4,"08/06/2023","2013_8",0,0
NA,"Private","Home is Best Ltd","Glasgow","Adults","19/04/2023",6,5,NA,5,5,"17/03/2023","2013_7",0,0
NA,"Local Authority","Ashton View Homeless Persons' Unit","Dumbarton","Adults","27/06/2023",5,5,NA,5,4,"02/06/2023","2013_9",0,0
NA,"Local Authority","GCC SWS Homelessness Emergency/Assessment Centre (1)","Glasgow","Adults","12/07/2016",5,5,NA,5,5,"17/06/2016","2013_10",0,0
NA,"Local Authority","GCC SWS Homelessness Emergency/Assessment Centre (2)","Glasgow","Adults","06/06/2018",6,6,NA,6,6,"18/04/2018","2013_10",0,0
NA,"Local Authority","GCC SWS Homelessness Emergency/Assessment Centre (3)","Glasgow","Adults","10/08/2016",5,5,NA,5,5,"23/06/2016","2013_10",0,0
NA,"Private","Tus Nua Care Services Ltd","Dundee","Adults","17/11/2023",5,5,NA,5,5,"23/10/2023","2014_4",0,0
NA,"Voluntary or Not for Profit","North Lanarkshire Support Service","Coatbridge","Adults","17/03/2020",5,5,NA,5,5,"15/01/2020","2013_4",0,0
NA,"Voluntary or Not for Profit","Ark Western Isles","Stornoway","Adults","25/09/2022",5,5,NA,4,4,"02/06/2022","2013_10",0,0
NA,"Local Authority","ACC Learning Disability Integrated Care Services","Aberdeen","Adults","29/07/2019",4,4,NA,5,4,"11/07/2019","2013_9",0,0
NA,"Local Authority","Dunmuir Park Housing Support Service","Castle Douglas","Adults","09/03/2020",4,4,NA,4,3,"20/01/2020","2013_11",0,0
NA,"Private","Alltogether Care Services Ltd","Clydebank","Adults","01/05/2023",6,5,NA,5,6,"22/07/2019","2014_2",0,0
NA,"Local Authority","Abbey Court Very Sheltered Housing","Peterhead","Adults","31/05/2023",3,5,NA,5,3,"28/04/2023","2013_9",0,0
NA,"Local Authority","Dawson Court Very Sheltered Housing","Turriff","Adults","10/05/2023",4,4,NA,4,4,"12/04/2023","2013_9",0,0
NA,"Voluntary or Not for Profit","with YOU Midlothian Temporary Accommodation and Tenancy Support Service","Dalkeith","Adults","08/03/2023",4,4,NA,3,3,"08/02/2023","2013_7",0,0
NA,"Local Authority","Jarvis Court Very Sheltered Housing","Fraserburgh","Adults","15/05/2023",5,5,NA,5,5,"19/04/2023","2013_9",0,0
NA,"Local Authority","Dalvenie Gardens Very Sheltered Housing and Resource Centre","Banchory","Adults","18/12/2019",5,5,NA,5,5,"22/11/2019","2013_9",0,0
NA,"Voluntary or Not for Profit","Homelink Caithness","Wick","Adults","21/06/2023",4,5,NA,5,5,"18/05/2023","2014_1",0,0
NA,"Voluntary or Not for Profit","West Lothian Support Services","Bathgate","Adults","13/02/2023",5,6,NA,5,5,"02/02/2023","2014_3",0,0
NA,"Private","Florence Court","Aberdeen","Adults","27/09/2023",4,4,NA,3,3,"13/09/2023","2013_8",0,0
NA,"Voluntary or Not for Profit","Cowdenbeath","Cowdenbeath","Adults","12/01/2023",5,5,NA,5,5,"28/11/2023","2014_2",0,0
NA,"Private","Right There Orkney Young Persons' Accommodation Service","Kirkwall","Adults","15/08/2019",5,5,NA,5,5,"25/07/2019","2013_7",0,0
NA,"Voluntary or Not for Profit","17 Westerton Crescent","Aberdeen","Adults","31/05/2023",5,5,NA,5,5,"22/05/2023","2013_9",0,0
NA,"Private","Step Up (Housing, Employability & Community Support Services)","Falkirk","Adults","26/09/2023",5,5,NA,5,5,"04/09/2023","2013_9",0,0
NA,"Private","Hazelhead Homecare Ltd (Cumbernauld)","Cumbernauld","Adults","10/02/2023",3,5,NA,3,3,"05/12/2022","2015_1",2,2
NA,"Private","Keane Premier Support Services","Glasgow","Adults","05/07/2023",4,4,NA,4,4,"02/08/2023","2014_8",3,3
NA,"Voluntary or Not for Profit","Dundee Specialist Mental Health Outreach Service","Dundee","Adults","22/11/2023",4,4,NA,3,4,"29/09/2023","2014_3",0,0
NA,"Voluntary or Not for Profit","Penumbra - Central Aberdeen Supported Living Service","Aberdeen","Adults","04/04/2023",5,5,NA,6,4,"26/01/2023","2013_9",0,0
NA,"Private","MADETOCARE Ltd","Edinburgh","Adults","13/02/2023",5,4,NA,4,3,"06/02/2023","2014_12",0,0
NA,"Local Authority","Sunnybrae Centre","Kirkwall","Adults","03/11/2023",2,3,NA,2,2,"23/11/2023","2014_7",0,0
NA,"Voluntary or Not for Profit","Scottish Veterans Residences - Bellrock","Glasgow","Adults","13/06/2023",4,5,NA,4,4,"24/05/2023","2014_9",0,0
NA,"Voluntary or Not for Profit","Cornerstone Castlecraigs Court - Bessie Dunlop Court","Ardrossan","Adults","17/07/2023",4,6,NA,5,4,"05/07/2023","2014_4",0,0
NA,"Voluntary or Not for Profit","British Red Cross Support at Home","Dundee","Adults","14/03/2023",4,4,NA,4,4,"06/02/2023","2014_9",1,1
NA,"Local Authority","Housing Support Outreach Service","Aberdeen","Adults","01/08/2016",5,5,NA,5,5,"07/07/2016","2014_1",0,0
NA,"Voluntary or Not for Profit","Border Women's Aid Ltd","Hawick","Adults","07/08/2019",5,5,NA,5,5,"03/06/2019","2014_5",0,0
NA,"Voluntary or Not for Profit","Inspire Greenfolds","Huntly","Adults","14/04/2023",5,4,NA,4,4,"21/03/2023","2014_4",0,0
NA,"Voluntary or Not for Profit","Inspire Elgin","Elgin","Adults","06/03/2020",5,5,NA,5,5,"03/03/2020","2014_3",0,0
NA,"Voluntary or Not for Profit","Inspire Union Street & Chattan Place","Aberdeen","Adults","18/02/2020",5,5,NA,5,5,"16/01/2020","2014_4",0,0
NA,"Voluntary or Not for Profit","Inspire Great Northern Road & Hopetoun","Aberdeen","Adults","23/03/2020",5,5,NA,5,4,"12/12/2019","2014_3",0,0
NA,"Voluntary or Not for Profit","West of Scotland Housing Support","Glasgow","Adults","24/07/2023",5,5,NA,4,4,"12/06/2023","2015_2",2,2
NA,"Private","Castle Care (Scotland) Ltd","Inverness","Adults","21/06/2023",4,4,NA,4,4,"20/01/2023","2014_5",0,0
NA,"Private","SSCN Healthcare","Edinburgh","Adults","02/08/2023",3,4,NA,3,4,"07/07/2023","2014_4",2,2
NA,"Voluntary or Not for Profit","Broomhill Park","Aberdeen","Adults","03/10/2023",4,5,NA,5,5,"12/09/2023","2014_2",0,0
NA,"Voluntary or Not for Profit","Dundee Youth Housing Service","Dundee","Adults","13/09/2023",4,4,NA,4,4,"10/08/2023","2015_5",0,0
NA,"Local Authority","City of Edinburgh Council Family and Household Support North East","Edinburgh","Adults","16/11/2017",5,5,NA,5,4,"04/10/2017","2014_7",0,0
NA,"Voluntary or Not for Profit","Inspire Viewfield","Aberdeen","Adults","22/11/2022",3,4,NA,4,3,"10/10/2022","2014_4",0,0
NA,"Local Authority","Weavers Burn","Dundee","Adults","20/08/2019",5,5,NA,5,5,"23/07/2019","2014_5",0,0
NA,"Voluntary or Not for Profit","Fife Care at Home and Housing Support Service","Kirkcaldy","Adults","06/03/2023",5,5,NA,5,5,"20/02/2023","2014_3",0,0
NA,"Voluntary or Not for Profit","Kibble Housing Support Services","Paisley","Adults","16/10/2019",5,5,NA,5,5,"03/09/2019","2014_12",0,0
NA,"Voluntary or Not for Profit","Cornerstone Baxter View","Dumbarton","Adults","05/03/2020",6,6,NA,6,6,"16/11/2023","2014_10",0,0
NA,"Voluntary or Not for Profit","Mid Argyll & Kintyre Housing Support Service","Lochgilphead","Adults","20/12/2019",5,5,NA,5,4,"04/09/2019","2014_12",0,0
NA,"Voluntary or Not for Profit","A.S.I.S.T.","Glasgow","Adults","16/06/2017",5,5,NA,5,5,"06/06/2017","2014_7",0,0
NA,"Voluntary or Not for Profit","Stravaig Project","Glasgow","Adults","27/04/2023",6,5,NA,5,5,"13/04/2023","2014_7",0,0
NA,"Voluntary or Not for Profit","The Campus Project","Glasgow","Adults","04/07/2019",6,6,NA,5,5,"07/05/2019","2014_9",0,0
NA,"Voluntary or Not for Profit","De Paul House","Glasgow","Adults","08/08/2023",5,5,NA,4,4,"28/07/2023","2014_7",0,0
NA,"Voluntary or Not for Profit","Cornerstone South Aberdeenshire Housing Support","Aberdeen","Adults","01/09/2023",4,5,NA,4,4,"21/08/2023","2014_11",0,0
NA,"Voluntary or Not for Profit","Penumbra Aberdeen Mental Health Service","Aberdeen","Adults","17/08/2023",5,5,NA,5,4,"01/08/2023","2014_9",0,0
NA,"Private","Bon Accord Care - Housing Support - 3","Aberdeen","Adults","30/03/2022",3,3,NA,3,3,"08/10/2021","2014_10",0,0
NA,"Voluntary or Not for Profit","Moray Housing Support Services","Elgin","Adults","19/04/2019",5,5,NA,4,5,"07/03/2019","2015_3",0,0
NA,"Voluntary or Not for Profit","Rowanlea Services","Peterculter","Adults","12/06/2019",5,5,NA,5,4,"03/05/2019","2014_12",1,1
NA,"Voluntary or Not for Profit","Lewis Street","Isle Of Lewis","Adults","25/09/2018",5,5,NA,4,5,"08/08/2018","2014_11",0,0
NA,"Voluntary or Not for Profit","Cale House","Inverness","Adults","13/02/2018",5,5,NA,5,4,"22/01/2018","2014_11",0,0
NA,"Voluntary or Not for Profit","Cunningham House and Rankeillor Project","Edinburgh","Adults","16/12/2016",5,5,NA,4,5,"18/11/2016","2014_11",0,0
NA,"Voluntary or Not for Profit","Action for Children West Lothian Outreach Housing Support","Livingston","Adults","25/06/2019",6,6,NA,6,5,"04/04/2019","2015_5",0,0
NA,"Voluntary or Not for Profit","Glasgow Housing First Support Service","Glasgow","Adults","23/01/2018",6,6,NA,5,5,"16/06/2017","2014_11",0,0
NA,"Private","Poppy Homecare","Blindwells","Adults","16/01/2023",5,5,NA,4,5,"23/12/2022","2015_3",0,0
NA,"Voluntary or Not for Profit","Hillcrest Futures Angus - Doocot Park/Lousen Park/River Street/Riverview","Arbroath","Adults","21/12/2022",3,5,NA,5,3,"12/12/2022","2015_4",0,0
NA,"Private","Lyle Court","Edinburgh","Adults","16/05/2019",5,5,NA,4,4,"24/04/2019","2015_4",0,0
NA,"Voluntary or Not for Profit","VSA Outreach Service","Aberdeen","Adults","04/03/2020",5,5,NA,5,5,"16/01/2020","2015_1",0,0
NA,"Voluntary or Not for Profit","Wigtownshire Women's Aid","Stranraer","Adults","19/03/2019",5,5,NA,5,5,"16/01/2019","2015_10",0,0
NA,"Private","Invercare Services Ltd","Greenock","Adults","14/06/2023",3,3,NA,3,3,"03/11/2023","2015_2",10,10
NA,"Private","Bright Care (Perthshire & Angus)","Perth","Adults","12/07/2019",5,5,NA,5,4,"17/05/2019","2015_5",0,0
NA,"Private","Shaw Community Living - Edinburgh","Edinburgh","Adults","16/10/2023",5,4,NA,5,4,"10/10/2023","2014_12",0,0
NA,"Voluntary or Not for Profit","Wheatley Care Personalised and Self Directed Support Services (North Lanarkshire)","Wishaw","Adults","24/11/2023",4,3,NA,4,4,"08/08/2023","2015_4",0,0
NA,"Voluntary or Not for Profit","Ark Moray","Forres","Adults","02/08/2023",5,5,NA,4,5,"10/07/2023","2015_5",0,0
NA,"Voluntary or Not for Profit","St. James Court","Inverurie","Adults","10/03/2022",3,3,NA,3,3,"08/11/2023","2015_6",0,0
NA,"Voluntary or Not for Profit","Engage Support Services","Glasgow","Adults","13/02/2023",4,5,NA,5,3,"08/02/2023","2015_7",0,0
NA,"Voluntary or Not for Profit","Ark Fife West","Lochgelly","Adults","24/11/2023",5,4,NA,4,5,"20/11/2023","2015_5",0,0
NA,"Private","Montana Home Care Ltd","Falkirk","Adults","01/02/2023",5,6,NA,5,5,"19/01/2023","2015_8",0,0
NA,"Voluntary or Not for Profit","Real Life Options Hawick","Hawick","Adults","09/08/2023",6,5,NA,5,5,"01/08/2023","2016_3",0,0
NA,"Voluntary or Not for Profit","Real Life Options Longstone","Edinburgh","Adults","28/04/2023",4,5,NA,4,4,"27/01/2023","2016_2",0,0
NA,"Private","St Joseph's Services - Circle of Best Practice 2 - Housing Support","Rosewell","Adults","06/03/2023",5,5,NA,4,5,"10/02/2023","2015_4",0,0
NA,"Private","St Joseph's Services - Circle of Best Practice 1 - Housing Support","Rosewell","Adults","06/03/2023",5,5,NA,4,5,"10/02/2023","2015_4",0,0
NA,"Private","St Joseph's Services - Circle of Best Practice 3 - Housing Support","Rosewell","Adults","06/03/2023",5,5,NA,4,5,"10/02/2023","2015_4",0,0
NA,"Voluntary or Not for Profit","Wheatley Care Falkirk and Grangemouth Flexible Housing Support Service","Grangemouth","Adults","23/05/2023",5,5,NA,5,5,"01/05/2023","2015_10",0,0
NA,"Local Authority","Community Reablement and Support Team North","Kilmarnock","Adults","08/09/2021",4,4,NA,4,4,"30/08/2021","2016_1",0,0
NA,"Local Authority","Community Reablement and Support Team - West","Kilmarnock","Adults","27/07/2023",3,5,NA,5,2,"22/03/2023","2016_2",0,0
NA,"Local Authority","Moving On Service","Galston","Adults","19/12/2022",5,5,NA,5,4,"22/11/2022","2016_1",0,0
NA,"Local Authority","Berryknowe Service","Auchinleck","Adults","11/05/2023",4,5,NA,5,4,"14/04/2023","2016_1",0,0
NA,"Private","Specialist Resource Solutions Ltd","Aberdeen","Adults","11/04/2023",5,4,NA,5,5,"22/02/2023","2015_7",1,1
NA,"Private","Bright Care (Glasgow)","Glasgow","Adults","03/04/2023",5,6,NA,6,5,"09/02/2023","2016_11",0,0
NA,"Voluntary or Not for Profit","ENABLE Scotland - Fife Services","Kirkcaldy","Adults","06/03/2023",5,5,NA,5,5,"07/02/2023","2016_5",0,0
NA,"Private","Active Healthcare Services","Livingston","Adults","05/09/2023",5,5,NA,5,5,"11/08/2023","2015_11",0,0
NA,"Private","1st Homecare Irvine","Irvine","Adults","02/06/2022",4,4,NA,4,4,"31/05/2022","2015_9",2,2
NA,"Private","1st Homecare Dumfries","Dumfries","Adults","07/07/2023",5,5,NA,5,4,"13/06/2023","2015_9",0,0
NA,"Voluntary or Not for Profit","Ark Borders","Hawick","Adults","18/07/2023",4,4,NA,4,4,"07/06/2023","2016_2",0,0
NA,"Voluntary or Not for Profit","Justice Support Service","Aberdeen","Adults","22/12/2016",5,5,NA,5,5,"24/11/2016","2015_12",0,0
NA,"Voluntary or Not for Profit","Ending Violence and Abuse Aberdeen (EVAA)","Aberdeen","Adults","10/02/2020",5,5,NA,5,5,"10/01/2020","2015_12",0,0
NA,"Voluntary or Not for Profit","Crossroads Caring Scotland - Falkirk Housing Support Service","Alloa","Adults","22/06/2023",5,4,NA,4,4,"01/06/2023","2015_10",0,0
NA,"Voluntary or Not for Profit","Edinburgh Mental Health Service","Edinburgh","Adults","20/04/2023",5,5,NA,5,5,"28/02/2023","2016_4",0,0
NA,"Voluntary or Not for Profit","Jedburgh Services","Duns","Adults","13/06/2023",5,6,NA,5,5,"01/06/2023","2016_7",0,0
NA,"Local Authority","West Dunbartonshire HSCP Learning Disability Service - Community Connections","Dumbarton","Adults","31/07/2023",5,5,NA,5,5,"16/05/2023","2016_1",0,0
NA,"Voluntary or Not for Profit","Real Life Options Broomfield","Montrose","Adults","21/03/2023",4,5,NA,5,4,"01/02/2023","2016_5",0,0
NA,"Voluntary or Not for Profit","Real Life Options Portlethen","Portlethen","Adults","20/03/2020",5,5,NA,5,4,"04/02/2020","2016_3",0,0
NA,"Voluntary or Not for Profit","Real Life Options Inverurie","Inverurie","Adults","17/02/2022",4,3,NA,3,3,"08/02/2022","2016_3",0,0
