"Subtype","Provider","Name","Town","Council","Grades published","Wellbeing support","Care and support","Setting","Staffing","Leadership","Last_inspection_Date","Registered","Complaints upheld since 22/23","Enforcements since 22/23"
"Older People","Private","Blar Buidhe Care Home","Stornoway","Na h-Eileanan Siar","19/04/2023",5,4,3,4,4,"30/03/2023","2011_10",0,0
"Older People","Private","Cairnie Lodge","Arbroath","Angus","19/03/2024",4,4,4,4,4,"15/02/2024","2011_10",0,0
"Older People","Private","Catmoor House","Perth","Perth & Kinross","27/11/2023",3,4,4,4,4,"07/11/2023","2011_10",2,0
"Older People","Private","Chapel Level Nursing Home","Kirkcaldy","Fife","06/05/2024",4,4,5,4,4,"01/05/2024","2011_10",3,3
"Older People","Private","Douglas View Care Home","Hamilton","South Lanarkshire","10/06/2024",5,4,4,5,5,"23/05/2024","2011_10",2,0
"Older People","Private","Drummohr Nursing Home","Musselburgh","East Lothian","05/01/2024",3,3,3,3,3,"06/12/2023","2011_10",2,0
"Older People","Private","Fairview Nursing Home","Stirling","Stirling","05/07/2023",5,4,5,5,5,"21/06/2023","2011_10",0,0
"Older People","Private","Finavon Court - Forfar","Forfar","Angus","20/05/2024",3,4,3,4,4,"02/05/2024","2011_10",3,0
"Older People","Private","Forthbank Nursing Home","Stirling","Stirling","25/04/2023",4,5,4,5,4,"13/04/2023","2011_10",2,0
"Older People","Private","Greenfield Park Care Centre","Glasgow","Glasgow City","22/11/2023",5,5,5,5,5,"13/06/2024","2011_10",3,0
"Older People","Private","Hamewith Lodge","Aberdeen","Aberdeen City","28/07/2023",4,4,4,4,4,"17/07/2023","2011_10",2,0
"Older People","Private","Hillside View Nursing Home","Paisley","Renfrewshire","31/07/2023",4,5,5,5,5,"21/06/2023","2011_10",2,0
"Older People","Private","Kinnaird Manor Care Home","Falkirk","Falkirk","06/07/2023",4,5,4,5,5,"16/06/2023","2011_10",1,0
"Older People","Private","Linlithgow Care Home","Linlithgow","West Lothian","28/11/2023",4,4,4,4,4,"08/11/2023","2011_10",1,0
"Older People","Private","Lomond Court Nursing Home","Glenrothes","Fife","29/03/2024",3,4,4,4,4,"21/03/2024","2011_10",0,0
"Older People","Private","Lunan Court","Arbroath","Angus","29/06/2023",4,4,4,4,4,"08/06/2023","2011_10",1,0
"Older People","Private","Mavisbank","Glasgow","East Dunbartonshire","07/08/2023",4,4,4,4,5,"24/07/2023","2011_10",1,0
"Older People","Private","Merino Court Nursing Home","Greenock","Inverclyde","11/06/2024",5,4,4,5,5,"02/05/2024","2011_10",2,0
"Older People","Private","Moss Park Nursing Home","Fort William","Highland","28/07/2023",4,4,4,4,4,"24/07/2023","2011_10",1,0
"Older People","Private","Murrayfield House Nursing Home","Edinburgh","City of Edinburgh","08/04/2024",4,4,5,5,4,"18/03/2024","2011_10",0,0
"Older People","Private","Riverside View","Dundee","Dundee City","13/11/2023",3,4,3,4,4,"25/10/2023","2011_10",2,0
"Older People","Private","Springfield Bank Nursing Home","Bonnyrigg","Midlothian","14/05/2024",4,3,4,4,4,"30/04/2024","2011_10",2,0
"Older People","Private","Strathtay House","Perth","Perth & Kinross","19/02/2024",4,5,5,5,4,"21/06/2024","2011_10",0,0
"Older People","Private","The Beeches Nursing Home","Dunfermline","Fife","03/08/2023",3,4,4,4,4,"27/07/2023","2011_10",0,0
"Older People","Private","The Birches","Crieff","Perth & Kinross","08/11/2019",5,4,5,5,5,"08/04/2022","2011_10",0,0
"Older People","Private","Orchard Care Centre","Alloa","Clackmannanshire","14/08/2023",5,4,4,4,5,"24/07/2023","2011_10",0,0
"Older People","Private","The Village Nursing Home","Glasgow","North Lanarkshire","15/12/2023",4,3,3,3,3,"28/06/2024","2011_10",1,0
"Older People","Private","Tranent Care Home","Tranent","East Lothian","20/06/2023",5,5,4,4,4,"07/06/2024","2011_10",3,0
"Older People","Private","Woodside Court Nursing Home","Glenrothes","Fife","26/02/2024",3,3,4,3,4,"15/02/2024","2011_10",3,0
"Older People","Private","Tor - Na - Dee Care Home","Aberdeen","Aberdeen City","10/04/2024",5,3,3,3,5,"21/03/2024","2011_10",0,0
"Older People","Private","Cathkin House Care Home","Glasgow","South Lanarkshire","25/09/2023",5,4,4,5,4,"17/08/2023","2011_10",1,0
"Older People","Private","Caledonian Court Care Home","Falkirk","Falkirk","03/06/2024",5,5,4,5,5,"24/04/2024","2011_10",1,0
"Older People","Private","Kyle Court Nursing Home","Paisley","Renfrewshire","29/07/2022",5,4,5,5,6,"11/07/2022","2011_10",0,0
"Older People","Private","Balfarg Care Centre","Glenrothes","Fife","31/10/2023",3,5,4,4,3,"21/06/2024","2011_10",0,0
"Older People","Private","Ballumbie Court","Dundee","Dundee City","23/05/2024",5,5,5,5,5,"08/05/2024","2011_10",2,0
"Older People","Private","Redmill Nursing Home","Bathgate","West Lothian","10/06/2024",4,3,4,4,4,"03/06/2024","2011_10",9,1
"Older People","Private","Castle View Nursing Home","Dumbarton","West Dunbartonshire","16/10/2023",4,4,3,4,4,"21/09/2023","2011_10",1,0
"Older People","Private","Avonbridge Care Home","Hamilton","South Lanarkshire","12/07/2022",5,4,4,4,5,"06/07/2022","2011_10",0,0
"Older People","Private","Cranford Care Centre","Aberdeen","Aberdeen City","20/03/2024",4,3,4,4,3,"08/03/2024","2011_10",3,0
"Older People","Private","Eastwood Court","Glasgow","East Renfrewshire","27/03/2024",3,3,4,3,3,"29/02/2024","2011_10",0,0
"Older People","Private","Muirton House","Blairgowrie","Perth & Kinross","11/01/2024",3,3,3,4,3,"09/11/2023","2011_10",1,0
"Older People","Private","Pitkerro Care Centre","Dundee","Dundee City","28/02/2024",5,5,4,5,4,"14/02/2024","2011_11",0,0
"Older People","Private","Lornebank Care Centre","Hamilton","South Lanarkshire","15/04/2024",4,4,4,4,4,"13/03/2024","2011_11",3,0
"Older People","Private","Forth View Care Centre","Leven","Fife","15/04/2024",3,3,3,3,3,"10/04/2024","2011_12",4,1
"Older People","Private","Westerfields Care Home","Paisley","Renfrewshire","24/01/2024",4,4,4,5,4,"20/12/2023","2011_11",6,0
"Older People","Private","Persley Castle","Aberdeen","Aberdeen City","07/05/2024",2,3,3,3,3,"19/06/2024","2011_11",2,1
"Older People","Private","Cowdray Club","Aberdeen","Aberdeen City","04/09/2023",5,5,5,5,5,"28/07/2023","2011_11",0,0
"Older People","Private","Meadowlark","Forres","Moray","02/05/2024",3,3,3,3,3,"13/03/2024","2011_11",2,0
"Older People","Private","Letham Park Care Home","Edinburgh","City of Edinburgh","29/01/2024",4,4,3,3,4,"19/12/2023","2011_11",0,0
"Older People","Private","Belhaven House","Troon","South Ayrshire","19/04/2024",5,4,4,4,4,"16/04/2024","2011_12",3,0
"Older People","Private","Westerton Care Home","Glasgow","East Dunbartonshire","09/01/2024",3,4,4,4,3,"30/11/2023","2012_2",3,0
"Learning Disabilities","Voluntary or Not for Profit","Longcroft","Bonnybridge","Falkirk","04/01/2024",6,4,4,4,5,"23/11/2023","2011_12",0,0
"Learning Disabilities","Voluntary or Not for Profit","2 The Steading","Kirknewton","West Lothian","29/06/2023",4,4,4,4,4,"12/06/2023","2011_12",0,0
"Older People","Private","St. Columba's Care Home","Dundee","Dundee City","20/06/2024",3,3,4,3,3,"03/06/2024","2011_11",1,0
"Older People","Private","Abbey House Residential Care Home","Kirriemuir","Angus","29/05/2023",4,5,3,4,4,"27/04/2023","2012_8",0,0
"Older People","Private","Duncraggan Care Home","Glasgow","South Lanarkshire","04/04/2024",4,4,3,4,3,"15/03/2024","2012_5",0,0
"Older People","Private","Goldielea Care Home","Dumfries","Dumfries & Galloway","09/02/2024",3,3,3,3,3,"17/01/2024","2012_9",2,0
"Older People","Private","Ashgill Care Home","Glasgow","Glasgow City","14/05/2024",4,4,4,5,4,"21/03/2024","2013_4",1,0
"Older People","Private","3 Bridges Care Home","Glasgow","Glasgow City","24/03/2023",5,5,5,5,5,"08/03/2023","2012_6",0,0
"Older People","Health Board","Ach-an-Eas (Care Home)","Inverness","Highland","16/11/2022",4,5,5,4,4,"13/10/2022","2012_3",0,0
"Older People","Health Board","An Acarsaid (Care Home)","Isle Of Skye","Highland","28/11/2022",5,4,4,5,4,"25/10/2022","2012_3",0,0
"Older People","Health Board","Bayview House (Care Home)","Thurso","Highland","16/09/2022",5,4,4,4,4,"08/09/2022","2012_3",0,0
"Older People","Health Board","Grant House (Care Home)","Grantown-On-Spey","Highland","01/06/2023",4,4,4,4,4,"12/04/2023","2012_3",0,0
"Older People","Health Board","Invernevis House (Care Home)","Fort William","Highland","31/08/2023",5,4,4,4,4,"07/08/2023","2012_3",0,0
"Older People","Health Board","Lochbroom House (Care Home)","Ullapool","Highland","12/10/2022",5,5,5,5,5,"30/09/2022","2012_3",0,0
"Older People","Health Board","Melvich Community Care Unit (Care Home)","Thurso","Highland","13/06/2024",4,3,4,3,3,"23/05/2024","2012_3",0,0
"Older People","Health Board","Pulteney House (Care Home)","Wick","Highland","21/10/2022",5,5,5,5,4,"26/09/2022","2012_3",0,0
"Older People","Health Board","Seaforth House (Care Home)","Golspie","Highland","23/06/2022",4,5,5,5,5,"14/06/2022","2012_3",0,0
"Older People","Health Board","Strathburn (Care Home)","Gairloch","Highland","25/10/2023",3,4,4,4,3,"20/05/2024","2012_3",0,0
"Older People","Health Board","Telford Centre (Care Home)","Fort Augustus","Highland","16/02/2022",4,4,4,4,4,"28/06/2024","2012_3",0,0
"Older People","Health Board","Wade Centre (Care Home)","Kingussie","Highland","30/11/2023",4,4,4,4,4,"09/11/2023","2012_3",0,0
"Older People","Private","Balhousie Brookfield","Carnoustie","Angus","10/05/2024",3,4,3,3,3,"06/05/2024","2012_7",3,0
"Older People","Private","Annan Court","Annan","Dumfries & Galloway","24/05/2023",3,3,4,3,4,"04/05/2023","2012_10",1,0
"Older People","Voluntary or Not for Profit","Sir James McKay House","Edinburgh","City of Edinburgh","22/05/2024",5,4,5,4,5,"01/05/2024","2012_11",0,0
"Older People","Private","Balhousie St Ronans","Dundee","Dundee City","26/03/2024",2,3,3,2,3,"06/06/2024","2012_10",9,1
"Older People","Private","Kinning Park Care Home","Glasgow","Glasgow City","14/07/2023",3,4,4,4,4,"06/07/2023","2013_2",1,0
"Respite Care and Short Breaks","Voluntary or Not for Profit","Hansel Alliance at Red Rose House","Stevenston","North Ayrshire","28/11/2022",4,5,4,5,4,"18/10/2022","2012_9",0,0
"Older People","Private","Lancefield Care Home","Johnstone","Renfrewshire","25/03/2024",4,4,4,3,3,"17/06/2024","2012_11",1,0
"Older People","Private","Ashlea House","Callander","Stirling","01/08/2022",4,4,4,4,4,"27/07/2022","2012_10",0,2
"Older People","Private","Innis Mhor Care Home","Tain","Highland","24/02/2023",5,5,4,4,5,"27/01/2023","2013_7",0,0
"Older People","Private","Antonine House","Glasgow","East Dunbartonshire","12/01/2024",4,4,4,4,4,"27/11/2023","2013_6",0,0
"Older People","Private","Urray House","Muir Of Ord","Highland","17/10/2023",5,5,5,5,5,"18/09/2023","2013_7",0,0
"Older People","Private","Thorburn Manor Nursing Home","Edinburgh","City of Edinburgh","03/08/2022",5,4,5,5,5,"04/07/2022","2013_3",0,0
"Learning Disabilities","Private","Millburn Homes","Glasgow","South Lanarkshire","17/05/2022",4,4,5,4,4,"05/05/2022","2013_12",0,0
"Older People","Private","The Bughties","Dundee","Dundee City","26/02/2024",4,3,3,3,4,"01/02/2024","2014_6",1,0
"Older People","Private","Abbotsford Care, Dunfermline","Dunfermline","Fife","21/08/2023",3,3,4,4,4,"30/05/2024","2013_2",2,0
"Alcohol & Drug Misuse","Voluntary or Not for Profit","Wheatley Care - Fullarton Service","Glasgow","Glasgow City","20/07/2022",5,4,5,4,4,"08/06/2022","2013_11",0,0
"Older People","Private","Cairdean House","Edinburgh","City of Edinburgh","12/03/2024",5,4,4,4,5,"23/02/2024","2013_4",0,0
"Older People","Private","Mosswood Care Home","Paisley","Renfrewshire","09/08/2022",4,5,5,5,4,"15/07/2022","2014_2",0,0
"Older People","Private","Cumbrae Lodge Care Home","Irvine","North Ayrshire","28/02/2024",3,4,4,3,4,"05/02/2024","2013_4",0,0
"Older People","Private","Ailsa Lodge Care Home","Bishopton","Renfrewshire","05/01/2024",3,4,4,4,4,"30/11/2023","2014_4",0,0
"Older People","Private","Ashgrove Care Home","Dunoon","Argyll & Bute","16/01/2023",4,4,4,4,4,"16/12/2022","2014_2",1,0
"Older People","Private","Westbank Care Home","Troon","South Ayrshire","27/06/2024",3,3,3,3,3,"06/06/2024","2013_8",0,0
"Older People","Private","Newlands Residential Home","Dunfermline","Fife","16/04/2024",3,5,4,4,3,"08/04/2024","2013_8",0,0
"Older People","Private","The Firs Care Home","Glasgow","East Renfrewshire","20/04/2023",4,4,4,4,4,"27/03/2023","2013_9",0,0
"Mental Health Problems","Private","Gilmerton Neurological Care Centre","Edinburgh","City of Edinburgh","21/11/2023",6,5,5,5,6,"02/10/2023","2014_3",0,0
"Older People","Private","Bon Accord Care - Balnagask House","Aberdeen","Aberdeen City","17/01/2024",3,4,3,4,4,"18/12/2023","2013_8",0,0
"Older People","Private","Bon Accord Care - Fergus House","Aberdeen","Aberdeen City","13/02/2023",5,5,4,4,5,"09/01/2023","2013_8",0,0
"Older People","Private","Eastleigh Care Home","Peterculter","Aberdeen City","26/02/2024",4,4,4,4,4,"13/02/2024","2013_7",0,0
"Older People","Private","Eildon House","Edinburgh","City of Edinburgh","15/02/2024",5,4,4,4,5,"07/02/2024","2013_9",0,0
"Older People","Private","Tigh-Na-Muirn Limited","Dundee","Angus","13/06/2023",5,5,5,5,5,"06/06/2023","2014_2",2,0
"Older People","Voluntary or Not for Profit","Nazareth House","Bonnyrigg","Midlothian","15/02/2024",3,3,4,2,3,"30/01/2024","2014_1",2,0
"Older People","Voluntary or Not for Profit","Nazareth House","Glasgow","Glasgow City","02/09/2022",4,4,5,4,4,"01/09/2022","2013_10",0,0
"Older People","Private","Beechwood Park","Alloa","Clackmannanshire","23/05/2023",4,4,4,4,4,"03/05/2023","2013_8",1,0
"Older People","Private","Forth Bay","Kincardine","Fife","04/04/2024",4,4,4,4,4,"29/03/2024","2013_8",0,0
"Older People","Private","Hillview Court","Alloa","Clackmannanshire","01/06/2023",4,4,4,4,4,"11/05/2023","2013_8",0,0
"Physical and Sensory Impairment","Private","Marchglen Care Centre","Alloa","Clackmannanshire","11/12/2023",4,4,4,3,3,"28/05/2024","2013_8",1,0
"Older People","Private","Scoonie House","Leven","Fife","13/07/2023",4,4,4,4,5,"30/06/2023","2013_8",0,0
"Older People","Private","Strathview Care Home","Cupar","Fife","08/06/2023",4,4,4,4,4,"02/05/2023","2013_8",1,0
"Older People","Private","Silverburn Care Home","Glasgow","Glasgow City","28/03/2022",5,4,4,4,4,"09/03/2022","2014_2",0,0
"Learning Disabilities","Private","Ellen Mhor","Dundee","Dundee City","12/01/2024",4,4,4,4,4,"14/12/2023","2013_9",0,0
"Learning Disabilities","Private","Ranaich House","Dunblane","Stirling","13/11/2023",5,4,4,4,5,"08/11/2023","2013_9",0,0
"Learning Disabilities","Private","Trinity House","Lockerbie","Dumfries & Galloway","14/07/2022",4,4,4,4,5,"29/06/2022","2013_9",0,0
"Older People","Private","Deeside Care Home","Aberdeen","Aberdeen City","07/03/2024",3,4,4,4,4,"22/02/2024","2013_10",1,0
"Older People","Private","Parksprings Care Home","Motherwell","North Lanarkshire","10/06/2024",3,3,4,4,3,"16/05/2024","2014_1",1,0
"Older People","Private","Thorntree Mews","Falkirk","Falkirk","14/03/2024",4,4,4,4,4,"29/02/2024","2014_1",0,0
"Older People","Private","Wallace View","Stirling","Stirling","07/12/2023",5,4,4,4,5,"14/11/2023","2014_1",1,0
"Older People","Private","Templeton House","Ayr","South Ayrshire","14/12/2023",4,4,5,4,4,"11/06/2024","2015_3",4,0
"Older People","Private","Victoria House Care Home","Glasgow","South Lanarkshire","31/01/2024",4,3,4,5,4,"17/01/2024","2014_3",1,0
"Older People","Voluntary or Not for Profit","Lower Johnshill","Lanark","South Lanarkshire","17/06/2024",4,3,4,3,4,"02/05/2024","2014_4",2,0
"Mental Health Problems","Private","The Oaks","Glasgow","Glasgow City","02/08/2022",4,4,5,4,4,"21/07/2022","2014_10",0,0
"Older People","Local Authority","Crookston Care Home","Tranent","East Lothian","24/10/2023",5,4,4,4,5,"24/07/2023","2014_9",0,0
"Older People","Private","Executive Suites at 3 Bridges","Glasgow","Glasgow City","01/06/2022",5,4,6,5,5,"09/05/2022","2014_7",0,0
"Older People","Private","Crofthead House Nursing Home","Bathgate","West Lothian","27/04/2023",4,4,4,4,5,"03/04/2023","2014_5",0,0
"Older People","Private","Shalom Nursing Home","Irvine","North Ayrshire","04/08/2023",5,5,5,4,5,"27/07/2023","2014_10",0,0
"Learning Disabilities","Voluntary or Not for Profit","Cornerstone Sunnybank","Aberdeen","Aberdeen City","11/01/2024",2,3,3,2,2,"21/06/2024","2014_4",0,0
"Older People","Private","Ardnahein Care","Dunoon","Argyll & Bute","16/05/2022",4,4,5,5,5,"04/05/2022","2014_12",0,0
"Older People","Private","Burnside Care Home","Laurencekirk","Aberdeenshire","18/06/2024",3,4,4,4,4,"07/06/2024","2014_9",1,0
"Older People","Private","Newark Care Home","Port Glasgow","Inverclyde","15/12/2023",3,3,3,4,3,"12/10/2023","2014_9",0,0
"Older People","Private","Cochrane Care Home","Johnstone","Renfrewshire","23/05/2024",5,4,5,4,4,"15/04/2024","2014_9",0,0
"Older People","Private","Ranfurly Care Home","Johnstone","Renfrewshire","29/03/2023",3,3,3,4,3,"28/05/2024","2014_9",1,0
"Older People","Private","Spiers Care Home","Beith","North Ayrshire","07/07/2023",4,4,4,4,4,"21/06/2024","2014_9",0,0
"Alcohol & Drug Misuse","Voluntary or Not for Profit","Penumbra Milestone","Edinburgh","City of Edinburgh","02/09/2022",5,5,5,5,5,"17/08/2022","2014_7",0,0
"Older People","Voluntary or Not for Profit","Bethesda Care Home","Stornoway","Na h-Eileanan Siar","30/09/2022",4,5,5,5,5,"30/08/2022","2014_11",0,0
"Respite Care and Short Breaks","Private","Bon Accord Care - Clashieknowe","Aberdeen","Aberdeen City","06/07/2022",5,5,5,5,5,"01/06/2022","2015_8",0,0
"Older People","Private","Harbour Care Home","Kirkcaldy","Fife","26/03/2024",3,4,5,5,3,"08/03/2024","2014_12",4,0
"Older People","Private","Mossview @ The Opera","Lochgelly","Fife","18/03/2024",3,3,4,3,3,"04/03/2024","2015_4",2,0
"Older People","Private","Rubislaw Park Care Home","Aberdeen","Aberdeen City","12/06/2023",5,5,5,5,5,"05/06/2023","2015_4",0,0
"Older People","Private","Balquhidder House","Alexandria","West Dunbartonshire","01/07/2022",3,5,5,5,3,"07/06/2022","2015_7",0,0
"Older People","Private","St. Ninians Care Home","Blairgowrie","Perth & Kinross","29/09/2023",5,6,5,6,4,"27/09/2023","2015_3",0,0
"Older People","Private","Clarkston House","Glasgow","East Renfrewshire","07/12/2022",5,5,5,5,5,"02/11/2022","2015_5",0,0
"Older People","Private","Parkhouse Manor Care Home","Glasgow","Glasgow City","05/06/2024",4,3,3,4,3,"22/05/2024","2015_6",2,0
"Older People","Local Authority","Orchard Grove House","Glasgow","Glasgow City","21/03/2022",4,4,4,4,4,"24/02/2022","2015_10",1,0
"Older People","Local Authority","Riverside House","Glasgow","Glasgow City","24/06/2022",4,4,5,4,4,"19/05/2022","2017_5",0,0
"Older People","Private","Raith Manor","Kirkcaldy","Fife","18/07/2022",4,4,5,5,5,"10/06/2024","2015_7",0,0
"Older People","Local Authority","Bennachie View","Inverurie","Aberdeenshire","01/11/2023",3,4,5,4,4,"20/09/2023","2015_7",2,0
"Older People","Private","Ashley House Residential Home - Care Home","Aberdeen","Aberdeen City","29/11/2023",5,5,5,5,4,"22/11/2023","2015_9",0,0
"Older People","Private","Rannoch Lodge Care Home","Glasgow","North Lanarkshire","31/10/2023",4,4,4,4,4,"17/08/2023","2016_10",1,0
"Mental Health Problems","Private","Riddrie House","Glasgow","Glasgow City","20/02/2023",4,4,4,4,4,"09/12/2022","2015_8",0,0
"Older People","Local Authority","Ostlers House","Kirkcaldy","Fife","07/05/2024",4,4,5,4,5,"15/04/2024","2015_11",2,0
"Older People","Private","North Argyll House","Oban","Argyll & Bute","23/04/2024",4,4,5,4,3,"07/03/2024","2016_7",0,0
"Older People","Private","Wyndwell Care Home","Peterhead","Aberdeenshire","12/01/2023",4,3,4,5,4,"29/05/2024","2015_12",0,0
"Older People","Private","Avonhaugh Nursing Home","Stonehouse","South Lanarkshire","10/03/2023",4,4,4,5,4,"18/11/2022","2016_10",1,0
"Older People","Private","Mearns House","Glasgow","East Renfrewshire","31/01/2024",4,4,4,4,4,"20/12/2023","2016_6",0,0
"Physical and Sensory Impairment","Private","Robert Allan House","Lochgelly","Fife","17/04/2023",5,5,4,4,5,"23/03/2023","2016_1",0,0
"Older People","Private","Hawkhill House Nursing Home","Milltimber","Aberdeen City","20/03/2024",5,3,3,3,6,"29/02/2024","2016_8",0,0
"Learning Disabilities","Private","Mannering Avenue","Dumfries","Dumfries & Galloway","18/05/2022",5,5,5,4,5,"04/05/2022","2016_5",0,0
"Older People","Voluntary or Not for Profit","Richmond House, Crieff","Crieff","Perth & Kinross","13/12/2022",4,3,3,3,4,"28/11/2022","2016_7",0,0
"Older People","Private","Glenbervie Care Home","Larbert","Falkirk","28/02/2024",5,5,5,4,4,"27/02/2024","2016_12",0,0
"Physical and Sensory Impairment","Voluntary or Not for Profit","Royal Blind Allermuir","Edinburgh","City of Edinburgh","20/01/2020",5,4,5,5,5,"08/11/2019","2016_8",0,0
"Older People","Local Authority","Royston Court","Edinburgh","City of Edinburgh","19/06/2024",3,3,3,3,3,"12/06/2024","2017_2",1,0
"Older People","Private","Angusfield Care Home","Aberdeen","Aberdeen City","12/04/2024",4,5,4,4,4,"12/03/2024","2018_3",0,0
"Older People","Private","Colinton Care Home","Edinburgh","City of Edinburgh","16/08/2023",3,4,4,3,4,"03/08/2023","2018_1",2,0
"Older People","Private","St. Margaret's Care Home","Edinburgh","City of Edinburgh","06/03/2024",4,4,4,4,5,"28/02/2024","2018_4",1,0
"Older People","Private","Whitecraigs Care Home","Glasgow","Glasgow City","13/07/2022",5,4,4,4,5,"17/06/2022","2016_8",1,0
"Older People","Private","St. Francis Care Home","Glasgow","Glasgow City","14/02/2024",5,5,5,5,5,"12/01/2024","2018_7",0,0
"Alcohol & Drug Misuse","Private","Abbeycare (UK)","Erskine","Renfrewshire","11/01/2023",4,5,5,5,5,"18/11/2022","2016_7",0,0
"Learning Disabilities","Private","Thistle","Dundee","Dundee City","22/01/2024",4,4,4,4,4,"09/01/2024","2017_1",0,0
"Older People","Private","The Haining Nursing Home","Falkirk","Falkirk","17/06/2024",3,4,2,3,3,"08/05/2024","2016_9",3,0
"Older People","Private","West Park Care Home","Galston","East Ayrshire","02/03/2023",5,5,4,4,5,"20/02/2023","2016_12",0,0
"Older People","Private","Manor Grange Care Home","Edinburgh","City of Edinburgh","15/11/2022",5,4,5,4,5,"06/10/2022","2016_10",1,0
"Older People","Private","Deanston House Nursing Home","Coatbridge","North Lanarkshire","30/01/2024",4,4,5,4,4,"04/12/2023","2016_11",0,0
"Older People","Private","Darnley Court","Glasgow","Glasgow City","10/07/2023",4,4,3,4,4,"21/06/2023","2017_10",1,0
"Older People","Private","Claremont Care Home","Ayr","South Ayrshire","08/09/2023",5,5,5,5,5,"07/09/2023","2017_10",0,0
"Older People","Private","Eastbank Nursing Home","Glasgow","Glasgow City","20/05/2024",4,4,4,4,4,"08/05/2024","2017_10",0,0
"Older People","Private","Fullarton Care Home","Irvine","North Ayrshire","08/11/2023",4,4,4,4,4,"13/10/2023","2017_10",2,0
"Older People","Private","Highgate Care Home","Glasgow","North Lanarkshire","13/05/2024",5,4,4,4,4,"24/04/2024","2017_10",0,0
"Older People","Private","Balcarres","Dundee","Dundee City","22/12/2023",6,5,5,5,6,"11/12/2023","2017_10",0,0
"Older People","Private","Ailsa Craig","Glasgow","Glasgow City","11/03/2024",3,3,3,3,3,"28/02/2024","2017_11",2,0
"Older People","Private","Balnacarron","St. Andrews","Fife","26/09/2023",4,4,4,4,4,"22/08/2023","2017_10",1,0
"Older People","Private","Hatton Lea Nursing Home","Bellshill","North Lanarkshire","31/05/2024",4,4,3,4,4,"24/05/2024","2017_10",1,0
"Older People","Private","Kirknowe Nursing Home","Wishaw","North Lanarkshire","13/09/2023",5,4,4,4,5,"29/08/2023","2017_11",0,0
"Older People","Private","Wyndford Locks Nursing Home","Glasgow","Glasgow City","09/05/2023",4,4,4,4,4,"23/02/2023","2017_11",4,0
"Older People","Private","Quayside","Glasgow","Glasgow City","15/03/2023",4,4,4,4,4,"01/03/2023","2017_11",4,0
"Older People","Private","Victoria Manor Nursing Home","Edinburgh","City of Edinburgh","18/04/2024",3,4,3,3,3,"25/03/2024","2017_10",7,0
"Older People","Private","Mugdock House Care Home","Glasgow","East Dunbartonshire","23/08/2022",5,5,NA,5,5,"09/08/2022","2017_10",0,0
"Older People","Private","Georgia Park Care Home","Glasgow","South Lanarkshire","22/11/2022",4,5,5,5,4,"15/11/2022","2017_1",1,0
"Mental Health Problems","Private","Clyde Valley Care Home","Lanark","South Lanarkshire","07/12/2022",5,4,4,5,5,"26/10/2022","2017_3",0,0
"Alcohol & Drug Misuse","Private","Calderglen House","Glasgow","South Lanarkshire","28/04/2023",4,4,4,4,4,"18/04/2023","2017_2",0,0
"Older People","Private","Aaron House Care Home","Penicuik","Midlothian","18/04/2024",4,4,4,5,4,"19/03/2024","2018_1",4,0
"Older People","Private","Lauder Lodge","Edinburgh","City of Edinburgh","08/08/2023",5,5,5,5,5,"20/07/2023","2017_12",0,0
"Older People","Private","Culduthel Care Home","Inverness","Highland","21/07/2022",4,4,4,4,5,"24/06/2022","2017_3",0,0
"Older People","Private","Springhill Care Home","Kilmarnock","East Ayrshire","27/06/2024",4,3,3,3,3,"30/05/2024","2017_7",2,0
"Older People","Local Authority","Crosslet House Care Home","Dumbarton","West Dunbartonshire","29/01/2024",5,5,5,5,5,"18/12/2023","2017_5",0,0
"Older People","Local Authority","Napier House","Glenrothes","Fife","27/11/2023",5,4,5,5,5,"16/11/2023","2017_9",1,0
"Older People","Local Authority","Lindsay House","Lumphinnans","Fife","21/05/2024",3,3,5,3,3,"14/05/2024","2018_4",0,0
"Older People","Private","Elizabeth House Residential Care Home","Kirkcaldy","Fife","15/01/2024",4,4,4,4,4,"04/12/2023","2017_6",1,0
"Older People","Private","Burnfoot Care Home","Patna","East Ayrshire","25/08/2023",5,5,4,5,5,"03/08/2023","2018_6",0,0
"Older People","Private","Glebe House Care Home","Ayr","East Ayrshire","01/08/2022",4,4,4,4,4,"25/07/2022","2018_6",0,0
"Older People","Private","Doonbank House Care Home","Patna","East Ayrshire","24/10/2022",4,4,4,5,5,"23/09/2022","2018_10",0,0
"Older People","Private","Morningside Manor Care Home","Edinburgh","City of Edinburgh","09/02/2024",5,4,4,5,5,"01/02/2024","2017_11",0,0
"Learning Disabilities","Voluntary or Not for Profit","Bluebell Cottage","Edinburgh","City of Edinburgh","10/10/2023",5,5,5,5,5,"15/08/2023","2018_3",0,0
"Older People","Private","Cramond Residence","Edinburgh","City of Edinburgh","19/04/2023",4,4,5,4,4,"30/03/2023","2018_10",2,0
"Older People","Private","Lynemore","Grantown On Spey","Highland","18/08/2023",4,4,5,4,4,"04/08/2023","2018_9",0,0
"Older People","Private","Abbey Court Care Home","Glasgow","Glasgow City","01/03/2022",4,4,4,4,4,"16/02/2022","2018_4",0,0
"Older People","Private","Milngavie Manor","Glasgow","East Dunbartonshire","15/05/2024",5,5,5,5,4,"22/03/2024","2017_12",2,0
